ID TERMO,PRATICAS VEDADAS,JUSTIFICATIVA,Unnamed: 3,Unnamed: 4,N_PALAVRAS
318288,10,"Eu Janiciara Botelho Silva, CPF n° 599.049.502-10 venho por meio deste solicitar a esta instituição a suspensão dos descontos referentes a um refinanciamento de consignado , pois, fui vitima de uma fraude conforme já informado ao SAC e a OUVIDORIA do banco.  O único contrato que li e assinei (em anexo) nunca foi firmado com o banco, o valor que me fora prometido NUNCA recebi conforme me foi oferecido. Ao contrário os fraudadores utilizaram de minha confiança em enviar os documentos e forjaram contratos com os mesmos, contratos estes que nunca vi ou li através de financeiras que NUNCA conversei. Na época que desconfie da fraude registrei um boletim de ocorrência, fiz reclamação no SAC e na Ouvidoria do banco em vão. Então solicitei apoio judicial e felizmente consegui gratuidade no processo, pois, com os atuais descontos em folha não posso custear horários de um processo de fraude. Este ainda está em trâmite, mas, a demora da apreciação do poder judiciário me fez solicitar a suspensão dos descontos, pois, ultimamente vem dificultando muito eu horar com os pagamentos essenciais como prestação de minha casa, pagamento de escola de minha filha e do plano de saúde (o qual não posso deixar de honrar pois faço acompanhamento médico e minha filha também) além de comprometer a própria aquisição de alimentos ao longo do mês, ainda que seja o básico (sem supérfluos)! Nesse sentido eu venho solicitar a suspensão dos descontos até a manifestação da justiça para que eu possa honrar com os pagamentos pessoais.",,,252
318288,11,"Eu Janiciara Botelho Silva, CPF n° 599.049.502-10 venho por meio deste solicitar a esta instituição a suspensão dos descontos referentes a um refinanciamento de consignado , pois, fui vitima de uma fraude conforme já informado ao SAC e a OUVIDORIA do banco.  O único contrato que li e assinei (em anexo) nunca foi firmado com o banco, o valor que me fora prometido NUNCA recebi conforme me foi oferecido. Ao contrário os fraudadores utilizaram de minha confiança em enviar os documentos e forjaram contratos com os mesmos, contratos estes que nunca vi ou li através de financeiras que NUNCA conversei. Na época que desconfie da fraude registrei um boletim de ocorrência, fiz reclamação no SAC e na Ouvidoria do banco em vão. Então solicitei apoio judicial e felizmente consegui gratuidade no processo, pois, com os atuais descontos em folha não posso custear horários de um processo de fraude. Este ainda está em trâmite, mas, a demora da apreciação do poder judiciário me fez solicitar a suspensão dos descontos, pois, ultimamente vem dificultando muito eu horar com os pagamentos essenciais como prestação de minha casa, pagamento de escola de minha filha e do plano de saúde (o qual não posso deixar de honrar pois faço acompanhamento médico e minha filha também) além de comprometer a própria aquisição de alimentos ao longo do mês, ainda que seja o básico (sem supérfluos)! Nesse sentido eu venho solicitar a suspensão dos descontos até a manifestação da justiça para que eu possa honrar com os pagamentos pessoais.",,,252
318289,10,"Eu Janiciara Botelho Silva, CPF n° 599.049.502-10 venho por meio deste solicitar a esta instituição a suspensão dos descontos referentes a um refinanciamento de consignado , pois, fui vitima de uma fraude conforme já informado ao SAC e ao procon. O único contrato que li e assinei (em anexo) nunca foi firmado com o banco em questão, o valor que me fora prometido NUNCA recebi conforme me foi oferecido. Ao contrário os fraudadores utilizaram de minha confiança em enviar os documentos e forjaram contratos com os mesmos, contratos estes que nunca vi ou li através de financeiras que NUNCA conversei. Na época que desconfie da fraude registrei um boletim de ocorrência, fiz reclamação no SAC e na Ouvidoria do banco em vão. Então solicitei apoio judicial e felizmente consegui gratuidade no processo, pois, com os atuais descontos em folha não posso custear horários de um processo de fraude. Este ainda está em trâmite, mas, a demora da apreciação do poder judiciário me fez solicitar a suspensão dos descontos, pois, ultimamente vem dificultando muito eu horar com os pagamentos essenciais como prestação de minha casa, pagamento de escola de minha filha e do plano de saúde (o qual não posso deixar de honrar pois faço acompanhamento médico e minha filha também) além de comprometer a própria aquisição de alimentos ao longo do mês, ainda que seja o básico (sem supérfluos)! Nesse sentido eu venho solicitar a suspensão dos descontos até a manifestação da justiça para que eu possa honrar com os pagamentos pessoais.",,,252
318289,11,"Eu Janiciara Botelho Silva, CPF n° 599.049.502-10 venho por meio deste solicitar a esta instituição a suspensão dos descontos referentes a um refinanciamento de consignado , pois, fui vitima de uma fraude conforme já informado ao SAC e ao procon. O único contrato que li e assinei (em anexo) nunca foi firmado com o banco em questão, o valor que me fora prometido NUNCA recebi conforme me foi oferecido. Ao contrário os fraudadores utilizaram de minha confiança em enviar os documentos e forjaram contratos com os mesmos, contratos estes que nunca vi ou li através de financeiras que NUNCA conversei. Na época que desconfie da fraude registrei um boletim de ocorrência, fiz reclamação no SAC e na Ouvidoria do banco em vão. Então solicitei apoio judicial e felizmente consegui gratuidade no processo, pois, com os atuais descontos em folha não posso custear horários de um processo de fraude. Este ainda está em trâmite, mas, a demora da apreciação do poder judiciário me fez solicitar a suspensão dos descontos, pois, ultimamente vem dificultando muito eu horar com os pagamentos essenciais como prestação de minha casa, pagamento de escola de minha filha e do plano de saúde (o qual não posso deixar de honrar pois faço acompanhamento médico e minha filha também) além de comprometer a própria aquisição de alimentos ao longo do mês, ainda que seja o básico (sem supérfluos)! Nesse sentido eu venho solicitar a suspensão dos descontos até a manifestação da justiça para que eu possa honrar com os pagamentos pessoais.",,,252
318290,10,"Meu boleto de quitação muito difícil falar com você, é  da minha parcela de 63,35 boleto de quitação total",,,19
318291,10,Peço por gentileza o cancelamento dos seguros que essa instituição agregou na contratação do empréstimo (VENDA CASADA ). Solicitei o cancelamento via telefone pela central de atendimento mas fui informada que o valor de restituição do seguro é menor que o contrato .,,,43
318291,11,Peço por gentileza o cancelamento dos seguros que essa instituição agregou na contratação do empréstimo (VENDA CASADA ). Solicitei o cancelamento via telefone pela central de atendimento mas fui informada que o valor de restituição do seguro é menor que o contrato .,,,43
318292,11,"A proteção contra o super endividamento dos servidores públicos é um direito fundamental assegurado pela Constituição Federal, em consonância com os princípios da dignidade da pessoa humana e da função social do trabalho. Diante disso, é dever do Estado, por meio do Poder Judiciário, intervir na relação entre os servidores públicos e as instituições financeiras para revisar contratos de empréstimos consignados que possam levar a situações de endividamento excessivo. Esta intervenção é respaldada por jurisprudências, como a do Recurso Extraordinário (RE) 592317, na qual o Supremo Tribunal Federal reconheceu a possibilidade de revisão desses contratos para proteger os servidores públicos de práticas abusivas por parte dos bancos. Portanto, é imperativo que o Judiciário atue em defesa dos servidores públicos, garantindo-lhes condições financeiras razoáveis para o exercício de suas atividades e preservando sua dignidade e estabilidade econômica.",,,136
318292,12,"A proteção contra o super endividamento dos servidores públicos é um direito fundamental assegurado pela Constituição Federal, em consonância com os princípios da dignidade da pessoa humana e da função social do trabalho. Diante disso, é dever do Estado, por meio do Poder Judiciário, intervir na relação entre os servidores públicos e as instituições financeiras para revisar contratos de empréstimos consignados que possam levar a situações de endividamento excessivo. Esta intervenção é respaldada por jurisprudências, como a do Recurso Extraordinário (RE) 592317, na qual o Supremo Tribunal Federal reconheceu a possibilidade de revisão desses contratos para proteger os servidores públicos de práticas abusivas por parte dos bancos. Portanto, é imperativo que o Judiciário atue em defesa dos servidores públicos, garantindo-lhes condições financeiras razoáveis para o exercício de suas atividades e preservando sua dignidade e estabilidade econômica.",,,136
318293,10,"A proteção contra o super endividamento dos servidores públicos é um direito fundamental assegurado pela Constituição Federal, em consonância com os princípios da dignidade da pessoa humana e da função social do trabalho. Diante disso, é dever do Estado, por meio do Poder Judiciário, intervir na relação entre os servidores públicos e as instituições financeiras para revisar contratos de empréstimos consignados que possam levar a situações de endividamento excessivo. Esta intervenção é respaldada por jurisprudências, como a do Recurso Extraordinário (RE) 592317, na qual o Supremo Tribunal Federal reconheceu a possibilidade de revisão desses contratos para proteger os servidores públicos de práticas abusivas por parte dos bancos. Portanto, é imperativo que o Judiciário atue em defesa dos servidores públicos, garantindo-lhes condições financeiras razoáveis para o exercício de suas atividades e preservando sua dignidade e estabilidade econômica.",,,136
318294,10,"Sou Rosemere Lopes, este contrato refere-se a um contrato com o Banco Bans, qual é esse banco?? Mudou de nome?? Pois o mesmo não conta na lista de consignatário dentro do SOU GOV e não consigo identificar tal banco dentre os meus contratos de empréstimos ja realizados.  Preciso identificar urgente esse banco, pois estou sofrendo desconto em folha de pagamento desde de 2021 e não lembro de ter feito contrato com o mesmo.",,,73
318295,10,"No dia 26/ 02, contratei  um refinanciamento junto ao banco Santander de meus empréstimos. O banco  depositou em minha conta o troco no valor de 3.296,86. No mesmo dia desisti do contrato,entrei em contato com o Santander, e me foi passado que eu deveria devolver o dinheiro que eles tinham depositado em minha conta. Na mesma hora devolvi o valor para o Santander via TED, e liguei novamente para avisar que havia devolvido o dinheiro. Desde então, já solicitei cinco vezes o cancelamento desse contrato, pois ele não existe,uma vez que desisti e devolvi o valor. Junto ao banco Santander já abri cinco protocolos solicitando o cancelamento do contrato de refinanciamento, até a presente data, o contrato ainda continua ativo e já foi descontado de meu contracheque o valor da parcela . O banco Santander está agindo de forma ilegal, uma vez que está descontando um contrato que não existe. Os protocolos abertos por mi foram os seguintes. 233233010 233446408 233700360 689302523 234242194 Apesar de ter aberto cinco protocolos solicitando a exclusão do contrato de refinanciamento, e enviado em todos os protocolos abertos por mim o comprovante da devolução do valor via TED, o banco nada fez para excluir o contrato que não existe e continua descontando ILEGALMENTE de meu contracheque.Exigo que seja excluído o contrato em caráter de urgência e devolvido o valor da parcela descontada.",,,227
318295,11,"No dia 26/ 02, contratei  um refinanciamento junto ao banco Santander de meus empréstimos. O banco  depositou em minha conta o troco no valor de 3.296,86. No mesmo dia desisti do contrato,entrei em contato com o Santander, e me foi passado que eu deveria devolver o dinheiro que eles tinham depositado em minha conta. Na mesma hora devolvi o valor para o Santander via TED, e liguei novamente para avisar que havia devolvido o dinheiro. Desde então, já solicitei cinco vezes o cancelamento desse contrato, pois ele não existe,uma vez que desisti e devolvi o valor. Junto ao banco Santander já abri cinco protocolos solicitando o cancelamento do contrato de refinanciamento, até a presente data, o contrato ainda continua ativo e já foi descontado de meu contracheque o valor da parcela . O banco Santander está agindo de forma ilegal, uma vez que está descontando um contrato que não existe. Os protocolos abertos por mi foram os seguintes. 233233010 233446408 233700360 689302523 234242194 Apesar de ter aberto cinco protocolos solicitando a exclusão do contrato de refinanciamento, e enviado em todos os protocolos abertos por mim o comprovante da devolução do valor via TED, o banco nada fez para excluir o contrato que não existe e continua descontando ILEGALMENTE de meu contracheque.Exigo que seja excluído o contrato em caráter de urgência e devolvido o valor da parcela descontada.",,,227
318295,12,"No dia 26/ 02, contratei  um refinanciamento junto ao banco Santander de meus empréstimos. O banco  depositou em minha conta o troco no valor de 3.296,86. No mesmo dia desisti do contrato,entrei em contato com o Santander, e me foi passado que eu deveria devolver o dinheiro que eles tinham depositado em minha conta. Na mesma hora devolvi o valor para o Santander via TED, e liguei novamente para avisar que havia devolvido o dinheiro. Desde então, já solicitei cinco vezes o cancelamento desse contrato, pois ele não existe,uma vez que desisti e devolvi o valor. Junto ao banco Santander já abri cinco protocolos solicitando o cancelamento do contrato de refinanciamento, até a presente data, o contrato ainda continua ativo e já foi descontado de meu contracheque o valor da parcela . O banco Santander está agindo de forma ilegal, uma vez que está descontando um contrato que não existe. Os protocolos abertos por mi foram os seguintes. 233233010 233446408 233700360 689302523 234242194 Apesar de ter aberto cinco protocolos solicitando a exclusão do contrato de refinanciamento, e enviado em todos os protocolos abertos por mim o comprovante da devolução do valor via TED, o banco nada fez para excluir o contrato que não existe e continua descontando ILEGALMENTE de meu contracheque.Exigo que seja excluído o contrato em caráter de urgência e devolvido o valor da parcela descontada.",,,227
318296,11,Consignar valor diferente do contratado atravéz do correspondente bancário.,,,9
318297,12,"Bom dia,  Contrato liquidado em fevereiro/2024, mantendo desconto em folha.",,,10
318298,12,"O empréstimo foi quitado, entretanto, continua o desconto em folha. Foi liquidado no dia 14/03/2024. Não teria mais que descontar na folha de março. Solicito a devolução do valor.",,,29
318299,12,"O contrato CEF - Contrato: 190222110000988702 foi liquidado no início do mês anterior, mas foi mantido no mês/2024. Além disso, mesmo após fazer toda a via crucis junto à CAIXA Seguradora, situação que a CAIXA se exime por não ter ingerência, mas é um serviço oferecido na hora da contratação.",,,50
318300,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,9
318301,11,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,8
318302,12,"Favor liberar a minha margem, pois já foi liquidada a parcela.",,,11
318303,12,Solicito meu boleto para quitação e DED-extrato de evolução de dívida,,,11
318304,12,"Favor liberar a minha margem,pois já está quitada a parcela.",,,10
318305,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,9
318306,12,Solicito meu boleto para quitação e DED-extrato de evolução de dívida,,,11
318307,12,Solicito meu boleto para quitação e DED-extrato de evolução de dívida,,,11
318308,12,Solicito meu boleto para quitação e DED-extrato de evolução de dívida,,,11
318309,12,"Bom dia  Consignado liquidado em fevereiro/2024, porém desconto em folha mantido.",,,11
318310,12,Bom dia   Solicito meu boleto de quitação total junto a essa instituição,,,12
318311,11,O banco BMG parcelou automaticamente minha fatura sem autorização solicito o cancelamento e o envio da fatura anterior ao parcelamento automático para quitação com recurso próprio.,,,26
318312,12,"Bom dia   Solicito meus boletos de quitação sdos meus contratos junto a esse banco ! Segue parcelas abaxo    R$ 16,00  R$ 16,55",,,22
318313,10,"Desde Maio/2022 estão sendo descontada parcelas do consigndo Banco Daycoval fruto de um golpe do consignado pela Correspondente GRUPO IDEALLI  correspondente no Rio de Janeiro do Banco Daycoval.  Entrei na justiça com o processo nº 1020387-05.2022.8.26.0016, Procedimento do Juizado Especial Cível Assunto Defeito, nulidade ou anulação Foro Central Juizados Especiais Cíveis 2ª Vara do Juizado Especial Cível - Vergueiro JuizJuliana Nobre Correia , porém sem sucesso;",,,66
318314,10,"ESSE DESCONTO OCORRE A MAIS DE 20 ANOS E NÃO UTILIZO O CARTÃO PELO MESMO TEMPO, JA QUEBREI ESSE CARTÃO, POIS O MESMO, ME OCASIONOU TRANSTORNOS. SOLICITO O CANCELAMENTO DESSE DESCONTO. NÃO DEVO NADA A ESSA EMPRESA. CONTINUAM ME OFERECENDO VALORES POR TELEFONE E POR MENSAGENS.",,,46
318315,12,"Bom dia,  ja estou a dias querendo meu boleto de quitação total do contrato, ja abrir ate reclamação, nao quero fica mais no BANCO BNPP .  quero urgente meu boleto de quitação total do contrato,  boleto do contrato 37-845890799/20 da parcela 46.50, quero urgente meu boleto de quitação urgência, se nao irei abrir reclamação no banco central, reclama aqui e no proteste e um direito MEU, em quando nao me manda o boleto de  quitação total vou ligar todos os dias e processar o BNPP ,  , quero fica longe desse banco horrível com taxa de juros absurda, se nao irei acionar meu advogados,  e um direito meu, quero urgente meu boleto de quitação, irei recorre a justiça pois e um direito meu, quero urgente meu boleto de quitação total do contrato to cansando.",,,134
318316,11,Venho por meio desta fazer uma reclamação sobre o empréstimo de cartão de crédito consiguinado bmg tem início mais não tem fim desde de dezembro julho de 2016 pago as parcelas desse empréstimo  e não tem término,,,37
318317,10,"Quitação, comprovante segue em anexo. Efetuado o pagamento dia dois de Abril de 2024.",,,14
318318,12,"ESTOU TENTANTO QUITAR A DIVIDA NO ENTANTO, NAO CONSIGO CONTATO COM O BANCO.  JA TENTEI LIGAR EM VARIOS NUMEROS E NAO OBTIVE SUCESSO, POIS PEDEM O NUMERO DO CARTÃO DE CREDITO MAS, NUNCA RECEBI O MESMO EM MEU ENDEREÇO E TAMBEM NUNCA FIZ O USO.",,,45
318319,12,Solicito desaverbacao da parcela. Não tenho mais interesses,,,8
318320,12,"SOLICITO CANCELAMENTO DESSE DESCONTO NO MEU CONTRA CHEQUE POIS NAO TENHO MAIS INTERESSE EM MANTE-LO,QUE SEJA URGENTE",,,17
318321,10,quero o meu boleto de quitação total de dividas ja liguei e solicitei na central e ainda nao me enviaram,,,20
318322,12,"Bom dia   Solicito meu boleto de quitação total junto a essa instituição """,,,13
318323,10,Bom dia!   Solicito um boleto de quitação total do meu contrato de empréstimo.  Estou tento uma enorme dificuldade para conseguir algo simples. solicito por gentileza que solucionem o meu caso.,,,30
318323,11,Bom dia!   Solicito um boleto de quitação total do meu contrato de empréstimo.  Estou tento uma enorme dificuldade para conseguir algo simples. solicito por gentileza que solucionem o meu caso.,,,30
318323,12,Bom dia!   Solicito um boleto de quitação total do meu contrato de empréstimo.  Estou tento uma enorme dificuldade para conseguir algo simples. solicito por gentileza que solucionem o meu caso.,,,30
318324,11,"Desde janeiro , estou com problemas no consignado,  ao invés de descontar o valor que contratei está descontando menos descontando 453,00 . Por causa disso estou pagando juros no banco.",,,30
318325,12,"Solicito meu boleto de quitação total junto a essa instituição ""   PARCELA   R$ 109,00",,,14
318326,10,"BOM DIA, POR GENTILEZA PODEM SOLTAR A MINHA MARGEM JÁ QUITEI ESSE CONTRATO.  1901014-0  R$ 57,16 09/2016 08/2024 2426283-3  R$ 89,16 02/2017 01/2025  POR GENTILEZA PODEM POR FAVOR SOLTAR MINHA MARGEM",,,31
318326,11,"BOM DIA, POR GENTILEZA PODEM SOLTAR A MINHA MARGEM JÁ QUITEI ESSE CONTRATO.  1901014-0  R$ 57,16 09/2016 08/2024 2426283-3  R$ 89,16 02/2017 01/2025  POR GENTILEZA PODEM POR FAVOR SOLTAR MINHA MARGEM",,,31
318326,12,"BOM DIA, POR GENTILEZA PODEM SOLTAR A MINHA MARGEM JÁ QUITEI ESSE CONTRATO.  1901014-0  R$ 57,16 09/2016 08/2024 2426283-3  R$ 89,16 02/2017 01/2025  POR GENTILEZA PODEM POR FAVOR SOLTAR MINHA MARGEM",,,31
318327,10,"Solicito um boleto de quitação total do meu contrato de empréstimo.  Por favor, me ajudem!  Estou tendo uma enorme dificuldade para solucionar algo simples.  favor me mandem meu boleto de quitação ou algum documento que seja possível pagar.",,,38
318327,11,"Solicito um boleto de quitação total do meu contrato de empréstimo.  Por favor, me ajudem!  Estou tendo uma enorme dificuldade para solucionar algo simples.  favor me mandem meu boleto de quitação ou algum documento que seja possível pagar.",,,38
318327,12,"Solicito um boleto de quitação total do meu contrato de empréstimo.  Por favor, me ajudem!  Estou tendo uma enorme dificuldade para solucionar algo simples.  favor me mandem meu boleto de quitação ou algum documento que seja possível pagar.",,,38
318328,11,"Boa tarde , solicito que mandem meu boleto de quitação para pagamento , fiz a minha solicitação atraves do telefone , solicito que enviem o meu boleto para pagar minha divida , quero que mandem o mais rapido para eu poder quitar ,  Saldo Devedor Sabemi - PAULO ROBERTO DOS SANTOS FARIAS - CPF:30338840087",,,54
318328,12,"Boa tarde , solicito que mandem meu boleto de quitação para pagamento , fiz a minha solicitação atraves do telefone , solicito que enviem o meu boleto para pagar minha divida , quero que mandem o mais rapido para eu poder quitar ,  Saldo Devedor Sabemi - PAULO ROBERTO DOS SANTOS FARIAS - CPF:30338840087",,,54
318329,10,"Bom dia!   Estou tendo uma enorme dificuldade para obter o meu boleto de quitação total desse empréstimo.  Vocês me enviaram uma carta TED que eu não conseguia baixar para pagamento, tentei contato pedindo uma atualização porém fui ignorada.  Solicito por favor que me enviem um novo doc que me permita quitar a minha divida de forma integral.",,,57
318329,11,"Bom dia!   Estou tendo uma enorme dificuldade para obter o meu boleto de quitação total desse empréstimo.  Vocês me enviaram uma carta TED que eu não conseguia baixar para pagamento, tentei contato pedindo uma atualização porém fui ignorada.  Solicito por favor que me enviem um novo doc que me permita quitar a minha divida de forma integral.",,,57
318329,12,"Bom dia!   Estou tendo uma enorme dificuldade para obter o meu boleto de quitação total desse empréstimo.  Vocês me enviaram uma carta TED que eu não conseguia baixar para pagamento, tentei contato pedindo uma atualização porém fui ignorada.  Solicito por favor que me enviem um novo doc que me permita quitar a minha divida de forma integral.",,,57
318330,10,"Boa tarde , solicito que mandem meu boleto de quitação para pagamento , fiz a minha solicitação atraves do telefone , solicito que enviem o meu boleto para pagar minha divida , quero que mandem o mais rapido para eu poder quitar ,  Saldo Devedor Sabemi - PAULO ROBERTO DOS SANTOS FARIAS - CPF:30338840087",,,54
318331,11,"Bom dia    Solicito meus boletos de quitação total dos meus empréstimos  com esse banco , segue parcelas abaixo!  R$ 243,26  R$ 78,00  R$ 39,00",,,24
318332,12,"Solicito urgente  e retorno da margem pois ja quitei meu emprestimo , desja agradeço segue o comprovante",,,17
318333,12,"Solicitei na central do banco o boleto para quitação, porém não obtive retorno. Preciso quo o banco forneça o boleto para quitação..",,,22
318334,10,"Boa tarde , solicito que mandem meu boleto de quitação para pagamento , fiz a minha solicitação atraves do telefone , solicito que enviem o meu boleto para pagar minha divida , quero que mandem o mais rapido para eu poder quitar ,  Saldo Devedor Sabemi - PAULO ROBERTO DOS SANTOS FARIAS - CPF:30338840087",,,54
318334,11,"Boa tarde , solicito que mandem meu boleto de quitação para pagamento , fiz a minha solicitação atraves do telefone , solicito que enviem o meu boleto para pagar minha divida , quero que mandem o mais rapido para eu poder quitar ,  Saldo Devedor Sabemi - PAULO ROBERTO DOS SANTOS FARIAS - CPF:30338840087",,,54
318334,12,"Boa tarde , solicito que mandem meu boleto de quitação para pagamento , fiz a minha solicitação atraves do telefone , solicito que enviem o meu boleto para pagar minha divida , quero que mandem o mais rapido para eu poder quitar ,  Saldo Devedor Sabemi - PAULO ROBERTO DOS SANTOS FARIAS - CPF:30338840087",,,54
318335,12,Bom dia   Solicito meu boleto de quitação total junto a essa instituição !,,,13
318336,12,Bom dia   Solicito meu boleto de quitação total junto a essa instituição,,,12
318337,10,"Foi feito empréstimo sem autorização, que se encontra em justiça e foi feito várias reclamações e contestação por que foi feito enganando uma.pessoa idosa que praticamente caiu no golpe..",,,29
318338,10,"Boa tarde,  preciso do meu boleto de quitação quero pagar minha divida e vocês fazem a maior dificuldade  6449248-1  R$ 149,03 04/2019 03/2027  podem por favor encaminhar no meu email  debrandinosemeaodasilva@gmail.com",,,31
318338,11,"Boa tarde,  preciso do meu boleto de quitação quero pagar minha divida e vocês fazem a maior dificuldade  6449248-1  R$ 149,03 04/2019 03/2027  podem por favor encaminhar no meu email  debrandinosemeaodasilva@gmail.com",,,31
318338,12,"Boa tarde,  preciso do meu boleto de quitação quero pagar minha divida e vocês fazem a maior dificuldade  6449248-1  R$ 149,03 04/2019 03/2027  podem por favor encaminhar no meu email  debrandinosemeaodasilva@gmail.com",,,31
318339,11,"boa tarde  Quero quitar meus contratos, não quero mais essas dividas. ligo para o banco e não atendem a minha solicitação. so mandam negociacoes na qual nao quero mais.",,,29
318340,10,"Boa Tarde Venho através dessa reclamação solicitar meu boleto para quitação , pois não obtive sucesso nos meios informados",,,19
318341,10,"Olá, venho por meio deste, solicitar o boleto para quitação total de todos os meus contratos junto a esta instituição, contratos das parcelas de 43,00 - 21,62 e 16,24",,,29
318342,10,"Boa Tarde Venho através dessa reclamação , solicitar meu boleto para quitação , pois não obtive sucesso nós meios informados pelo Banco",,,22
318343,10,SOLICITO EXCLUSAO NO QUAL NAO TENHO CIENCIA DA OPERAÇAO JA HOUVE QUITAÇAO E O BANCO LIBEROU A MINHA MARGEM !!,,,20
318344,10,SOLICITO EXCLUSAO NO QUAL NAO TENHO CIENCIA DA OPERAÇAO JA HOUVE QUITAÇAO E O BANCO LIBEROU A MINHA MARGEM !!,,,20
318345,10,"Boa Tarde Venho através dessa reclamação para solicitar meu boleto para quitação , pois não obtive sucesso pelos meios informados pelo Banco",,,22
318346,11,Boa Tarde    Solicito meu boleto de quitação total do meu emprestimo  junto a essa instituição!,,,15
318347,12,"Prezados venho por meio deste solicitar os boletos de quitação dos contratos de parcelas listados abaixo.  R$ 13,35 R$ 95,57 R$ 243,45",,,22
318348,12,"Prezados solicito boletos para a quitação total do meu contrato com esse instituição da parcela listada baixo:  Parcela R$ 85,24.",,,20
318349,11,"Boa tarde!!  Preciso que faça redução desde valor 300,00 para num máximo 70,00 Pois estou estou super endividada e ainda tenho filho especial .... não conseguindo comprar medicação essencial para ele. Conto com a sensibilidade do banco me reduzir a parcela para 70,00 e pode estender o prazo.",,,48
318350,11,"Boa tarde!  Venho através desse meio tentar entender oque ouve com os atrasos e valores descontados em folha abaixo da parcela contratada desse empréstimo pois hoje o banco ITAÚ está usando isso para negativar meu nome no valor de R$ 22.394,81, já tentei contato com eles por três vezes e mesmo assim não me dão uma solução para resolver. Peço que me ajudem a achar uma solução pq não posso está com negativação no meu nome . Segue anexo os comprovantes. Demonstrativo de pagamentos e negativação",,,86
318351,12,Favor enviar a carta de quitação total desta parcela de empréstimo quero fazer a quitação e preciso desta carta não quero mais esses descontos em folha eu vou quitar esse empréstimo.,,,31
318352,12,"Boa tarde, solicito o boleto de quitação, pois irei liquidar com recursos próprios. Entrei em contato na central 0800 880 1900 pelo número do meu sobrinho porque meu número   (97)98424-4162 e da minha filha (97)98408-8926 dá rede ocupada e desligaram o telefone",,,42
318353,10,"boa tarde Eu celso Ferreira Lopes solicito o cancelamento desse meu seguro de 22,57 mais rapido",,,16
318354,11,Ola Boa Tarde    Solicito meu boleto de quitação total do meu contrato com essa instituição,,,15
318355,12,Boa tarde   Solicito meu boleto de quitação total junto a essa instituição,,,12
318356,10,"Desconheço a contratação desse empréstimo. Não houve autorização da minha parte. Favor cancelar esse empréstimo. Por desencargo, fui a agência do Itaú e não foi encontrado nenhum contrato de empréstimo consignado.",,,31
318356,11,"Desconheço a contratação desse empréstimo. Não houve autorização da minha parte. Favor cancelar esse empréstimo. Por desencargo, fui a agência do Itaú e não foi encontrado nenhum contrato de empréstimo consignado.",,,31
318357,10,solicito o meu boleto de quitação total do meu emprestimo consignado,,,11
318358,12,"Boa tarde quero abrir formalmente uma reclamação contra o banco Inter ,já tentei resolver direto porém sem retorno só banco por mais de 6 x minha parcela original dentro do banco eles estão enviando valores diferentes na hora da quitação usando uma malandragem para o mesmo não ser quitado e provando meus direitos nos prints seguem as informações da falta de carater desse banco com um servidor e com toda a nossa classeem anexo 2 documentos 1 com a parcela correta do banco inter e o outro onde consta a informação divergente deles , infelizmente nós servidores ficamos a mercê deste banco que ignora nossa existência conto somente com vcs para que eu consiga resolver essa questão e saia desse banco.",,,121
318359,12,"Solicito a retirada do meu contra cheque , motivo ja foi quitado a meu credito obrigada",,,16
318360,12,"Solicito o boleto de quitação da minha divida do cartão consignado, se o mesmo tiver parcelamento quero uma fatura para quitar tudo que devo a vocês. Consegui um dinheiro e quero tirar da folha esse cartão.  Estou enviando meu contracheque e meu extrato de consignações",,,45
318361,12,"Boa tarde, solicito o envio do meu boleto da parcela R$84,81 pois entro em contato com o banco e não consigo uma solução.  Favor enviar boleto de liquidação total com vencimento para o dia 12/04/2024.",,,35
318362,12,Solicito meu boleto para quitação e a DED - extrato de evolução de dívida,,,14
318363,12,Solicito meu boleto de quitação e a DED- extrato de evolução de dívida,,,13
318364,11,Ola   Boa tarde   Solicito meu boleto de quitação total junto a esse banco,,,13
318365,11,Credito quitado solicito a retirada do meu contra cheque,,,9
318366,12,Solicito meu boleto para quitação e DED - extrato de evolução de dívida,,,13
318367,10,"ESTOU QUERENDO O MEU BOLETO DA SABEMI PARA QUITAR, JA ESTOU COM O DINHEIRO PARA PAGAR TODA A MINHA DIVIDA COM ESSA SEGURADORA",,,23
318367,11,"ESTOU QUERENDO O MEU BOLETO DA SABEMI PARA QUITAR, JA ESTOU COM O DINHEIRO PARA PAGAR TODA A MINHA DIVIDA COM ESSA SEGURADORA",,,23
318368,12,Solicito meu boleto quitação e DED- extrato de evolução de dívida,,,11
